AnnotationID,Section,Session_ID,Window_Index,Window_Position,Start_Time,End_Time,n_events,n_users,User_Distribution,Top_User_Share,Dominant_Event,R_event,Dominant_Component,R_component,Event_Distribution,Component_Distribution,Prior_Window_Summary,Next_Window_Summary,Alignment,Dispersion,Stability,Action,Notes
194,Sec-15,143,16,Window 4 of 16 in this session,4/22/2026 10:08,4/22/2026 10:09,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,0.5,Assignment,0.5,"Course module viewed: 2, Course viewed: 1, The status of the submission has been viewed.: 1","Assignment: 2, System: 1, File: 1","W15 [10:07]: 4 events, n_users=3, dominant=Course viewed","W17 [10:09]: 5 events, n_users=3, dominant=Course viewed",,,,,
195,Sec-15,138,77,Window 7 of 11 in this session,4/20/2026 11:09,4/20/2026 11:10,16,3,"S1=10, S2=4, S3=2",0.62,Course module viewed,0.5,Assignment,0.75,"Course module viewed: 8, The status of the submission has been viewed.: 3, Submission form viewed.: 2, A submission has been submitted.: 1, Submission created.: 1","Assignment: 12, File submissions: 2, File: 2","W75 [11:07]: 21 events, n_users=4, dominant=Course module viewed","W79 [11:11]: 12 events, n_users=3, dominant=Course module viewed",,,,,
196,Sec-16,3,97,Window 15 of 18 in this session,2/18/2026 11:43,2/18/2026 11:44,34,5,"S1=10, S2=10, S3=6, S4=4, S5=4",0.29,Course module viewed,0.441,Assignment,0.882,"Course module viewed: 15, The status of the submission has been viewed.: 8, Submission form viewed.: 5, A submission has been submitted.: 2, Submission created.: 2","Assignment: 30, File submissions: 4","W91 [11:37]: 21 events, n_users=3, dominant=Course module viewed","W98 [11:44]: 24 events, n_users=5, dominant=Course module viewed",,,,,
197,Sec-16,3,86,Window 11 of 18 in this session,2/18/2026 11:32,2/18/2026 11:33,31,5,"S1=10, S2=6, S3=6, S4=5, S5=4",0.32,Course module viewed,0.419,Assignment,0.774,"Course module viewed: 13, The status of the submission has been viewed.: 6, Submission created.: 3, A file has been uploaded.: 3, A submission has been submitted.: 3","Assignment: 24, File submissions: 6, File: 1","W85 [11:31]: 27 events, n_users=5, dominant=Course module viewed","W87 [11:33]: 22 events, n_users=3, dominant=Course module viewed",,,,,
198,Sec-16,79,67,Window 15 of 21 in this session,4/15/2026 10:59,4/15/2026 11:00,25,5,"S1=6, S2=6, S3=6, S4=5, S5=2",0.24,Course module viewed,0.36,Assignment,0.64,"Course module viewed: 9, Course viewed: 5, The status of the submission has been viewed.: 4, Submission form viewed.: 4, Section viewed: 3","Assignment: 16, System: 8, File: 1","W66 [10:58]: 22 events, n_users=4, dominant=Course module viewed","W68 [11:00]: 25 events, n_users=4, dominant=Course module viewed",,,,,
199,Sec-16,69,11,Window 1 of 6 in this session,4/13/2026 10:06,4/13/2026 10:07,9,3,"S1=5, S2=3, S3=1",0.56,Course module viewed,0.778,File,0.667,"Course module viewed: 7, The status of the submission has been viewed.: 1, Course viewed: 1","File: 6, Assignment: 2, System: 1",(none — first retained window of session),"W23 [10:18]: 5 events, n_users=3, dominant=Course viewed",,,,,
200,Sec-16,69,30,Window 6 of 6 in this session,4/13/2026 10:25,4/13/2026 10:26,15,5,"S1=4, S2=4, S3=3, S4=3, S5=1",0.27,Course module viewed,0.8,File,0.667,"Course module viewed: 12, The status of the submission has been viewed.: 2, Course viewed: 1","File: 10, Assignment: 4, System: 1","W29 [10:24]: 7 events, n_users=4, dominant=Course module viewed",(none — last retained window of session),,,,,
201,Sec-16,113,9,Window 5 of 15 in this session,4/20/2026 10:08,4/20/2026 10:09,24,5,"S1=12, S2=7, S3=3, S4=1, S5=1",0.5,Course module viewed,0.667,Assignment,0.417,"Course module viewed: 16, The status of the submission has been viewed.: 5, Section viewed: 3","Assignment: 10, File: 8, URL: 3, System: 3","W8 [10:07]: 32 events, n_users=8, dominant=Course module viewed","W10 [10:09]: 9 events, n_users=4, dominant=Section viewed",,,,,
202,Sec-16,113,20,Window 10 of 15 in this session,4/20/2026 10:19,4/20/2026 10:20,5,3,"S1=2, S2=2, S3=1",0.4,Course module viewed,0.6,File,0.6,"Course module viewed: 3, Section viewed: 1, Course viewed: 1","File: 3, System: 2","W19 [10:18]: 5 events, n_users=3, dominant=Course module viewed","W72 [11:11]: 8 events, n_users=6, dominant=Course module viewed",,,,,
203,Sec-16,123,17,Window 6 of 12 in this session,4/22/2026 10:13,4/22/2026 10:14,6,5,"S1=2, S2=1, S3=1, S4=1, S5=1",0.33,Course module viewed,0.833,File,0.833,"Course module viewed: 5, Course viewed: 1","File: 5, System: 1","W16 [10:12]: 14 events, n_users=8, dominant=Course module viewed","W18 [10:14]: 8 events, n_users=3, dominant=Course module viewed",,,,,
204,Sec-16,113,73,Window 12 of 15 in this session,4/20/2026 11:12,4/20/2026 11:13,11,4,"S1=4, S2=4, S3=2, S4=1",0.36,Course module viewed,0.727,File,0.545,"Course module viewed: 8, The status of the submission has been viewed.: 2, Course viewed: 1","File: 6, Assignment: 4, System: 1","W72 [11:11]: 8 events, n_users=6, dominant=Course module viewed","W86 [11:25]: 21 events, n_users=3, dominant=Course module viewed",,,,,
205,Sec-17,129,89,Window 20 of 21 in this session,4/15/2026 11:25,4/15/2026 11:26,21,3,"S1=10, S2=8, S3=3",0.48,Course module viewed,0.381,Assignment,0.714,"Course module viewed: 8, The status of the submission has been viewed.: 3, Section viewed: 2, Submission form viewed.: 1, Course viewed: 1","Assignment: 15, System: 3, File submissions: 2, File: 1","W88 [11:24]: 12 events, n_users=3, dominant=Course module viewed","W101 [11:37]: 22 events, n_users=3, dominant=Course module viewed",,,,,
206,Sec-17,129,30,Window 14 of 21 in this session,4/15/2026 10:26,4/15/2026 10:27,21,6,"S1=13, S2=2, S3=2, S4=2, S5=1, S6=1",0.62,Course module viewed,0.429,Assignment,0.667,"Course module viewed: 9, The status of the submission has been viewed.: 5, Course viewed: 5, Submission form viewed.: 2","Assignment: 14, System: 5, File: 2","W29 [10:25]: 9 events, n_users=4, dominant=Course module viewed","W83 [11:19]: 19 events, n_users=3, dominant=Course module viewed",,,,,
207,Sec-17,121,12,Window 1 of 27 in this session,4/13/2026 10:01,4/13/2026 10:02,5,3,"S1=3, S2=1, S3=1",0.6,Course module viewed,0.6,File,0.6,"Course module viewed: 3, Course viewed: 2","File: 3, System: 2",(none — first retained window of session),"W13 [10:02]: 3 events, n_users=3, dominant=Course viewed",,,,,
208,Sec-17,129,83,Window 15 of 21 in this session,4/15/2026 11:19,4/15/2026 11:20,19,3,"S1=10, S2=7, S3=2",0.53,Course module viewed,0.421,Assignment,0.895,"Course module viewed: 8, The status of the submission has been viewed.: 3, Submission form viewed.: 2, Remove submission confirmation viewed.: 1, The status of the submission has been updated.: 1","Assignment: 17, File submissions: 2","W30 [10:26]: 21 events, n_users=6, dominant=Course module viewed","W84 [11:20]: 23 events, n_users=5, dominant=Course module viewed",,,,,
209,Sec-17,121,19,Window 8 of 27 in this session,4/13/2026 10:08,4/13/2026 10:09,16,7,"S1=4, S2=3, S3=3, S4=2, S5=2, S6=1, S7=1",0.25,Course module viewed,0.812,File,0.75,"Course module viewed: 13, Course viewed: 2, The status of the submission has been viewed.: 1","File: 12, System: 2, Assignment: 2","W18 [10:07]: 4 events, n_users=4, dominant=Course module viewed","W20 [10:09]: 11 events, n_users=6, dominant=Course module viewed",,,,,
210,Sec-17,178,67,Window 12 of 15 in this session,4/22/2026 10:56,4/22/2026 10:57,25,14,"S1=3, S2=3, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=1, S10=1, S11=1, S12=1, S13=1, S14=1",0.12,Course module viewed,0.88,File,0.88,"Course module viewed: 22, Course viewed: 3","File: 22, System: 3","W66 [10:55]: 4 events, n_users=3, dominant=Course module viewed","W68 [10:57]: 23 events, n_users=12, dominant=Course module viewed",,,,,
211,Sec-17,170,44,Window 5 of 5 in this session,4/20/2026 10:40,4/20/2026 10:41,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,1,File,1,Course module viewed: 4,File: 4,"W39 [10:35]: 7 events, n_users=4, dominant=Course module viewed",(none — last retained window of session),,,,,
212,Sec-18,90,73,Window 10 of 17 in this session,4/15/2026 13:00,4/15/2026 13:01,40,6,"S1=10, S2=8, S3=6, S4=6, S5=5, S6=5",0.25,Course module viewed,0.4,Assignment,0.75,"Course module viewed: 16, The status of the submission has been viewed.: 7, A submission has been submitted.: 4, A file has been uploaded.: 4, Submission form viewed.: 4","Assignment: 30, File submissions: 8, System: 1, File: 1","W72 [12:59]: 21 events, n_users=5, dominant=Course module viewed","W74 [13:01]: 20 events, n_users=5, dominant=Course module viewed",,,,,
213,Sec-18,90,70,Window 8 of 17 in this session,4/15/2026 12:57,4/15/2026 12:58,11,3,"S1=6, S2=3, S3=2",0.55,Course module viewed,0.455,Assignment,0.818,"Course module viewed: 5, The status of the submission has been viewed.: 3, Submission form viewed.: 1, Submission created.: 1, A file has been uploaded.: 1","Assignment: 9, File submissions: 2","W20 [12:07]: 15 events, n_users=7, dominant=Course module viewed","W72 [12:59]: 21 events, n_users=5, dominant=Course module viewed",,,,,
214,Sec-18,90,81,Window 15 of 17 in this session,4/15/2026 13:08,4/15/2026 13:09,13,3,"S1=8, S2=4, S3=1",0.62,Course module viewed,0.308,Assignment,0.615,"Course module viewed: 4, The status of the submission has been viewed.: 2, Course viewed: 2, Submission created.: 1, A file has been uploaded.: 1","Assignment: 8, File submissions: 2, System: 2, User report: 1","W78 [13:05]: 52 events, n_users=8, dominant=Course module viewed","W82 [13:09]: 14 events, n_users=3, dominant=Course module viewed",,,,,
215,Sec-18,114,39,Window 7 of 7 in this session,4/20/2026 12:35,4/20/2026 12:36,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,1,File,1,Course module viewed: 4,File: 4,"W38 [12:34]: 8 events, n_users=5, dominant=Course module viewed",(none — last retained window of session),,,,,
216,Sec-18,120,43,Window 6 of 7 in this session,4/22/2026 12:47,4/22/2026 12:48,13,7,"S1=4, S2=2, S3=2, S4=2, S5=1, S6=1, S7=1",0.31,Course module viewed,1,File,1,Course module viewed: 13,File: 13,"W42 [12:46]: 26 events, n_users=12, dominant=Course module viewed","W44 [12:48]: 13 events, n_users=3, dominant=Course module viewed",,,,,
217,Sec-19,9,74,Window 20 of 21 in this session,2/18/2026 13:08,2/18/2026 13:09,30,6,"S1=6, S2=6, S3=6, S4=6, S5=4, S6=2",0.2,Course module viewed,0.367,Assignment,0.733,"Course module viewed: 11, The status of the submission has been viewed.: 5, A submission has been submitted.: 4, Submission created.: 4, A file has been uploaded.: 4","Assignment: 22, File submissions: 8","W73 [13:07]: 87 events, n_users=13, dominant=Course module viewed","W75 [13:09]: 23 events, n_users=3, dominant=Course module viewed",,,,,
218,Sec-19,9,67,Window 13 of 21 in this session,2/18/2026 13:01,2/18/2026 13:02,24,3,"S1=10, S2=10, S3=4",0.42,Course module viewed,0.417,Assignment,0.833,"Course module viewed: 10, The status of the submission has been viewed.: 5, Submission form viewed.: 3, Submission created.: 2, A file has been uploaded.: 2","Assignment: 20, File submissions: 4","W66 [13:00]: 22 events, n_users=3, dominant=Course module viewed","W68 [13:02]: 18 events, n_users=3, dominant=Course module viewed",,,,,
219,Sec-19,100,3,Window 2 of 12 in this session,4/15/2026 11:50,4/15/2026 11:51,9,4,"S1=6, S2=1, S3=1, S4=1",0.67,Course module viewed,0.778,File,0.667,"Course module viewed: 7, The status of the submission has been viewed.: 1, Course viewed: 1","File: 6, Assignment: 2, System: 1","W2 [11:49]: 12 events, n_users=4, dominant=Course viewed","W7 [11:54]: 14 events, n_users=8, dominant=Course viewed",,,,,
220,Sec-19,91,29,Window 13 of 13 in this session,4/13/2026 12:20,4/13/2026 12:21,16,6,"S1=4, S2=4, S3=3, S4=2, S5=2, S6=1",0.25,Course module viewed,0.938,File,0.938,"Course module viewed: 15, Course viewed: 1","File: 15, System: 1","W28 [12:19]: 9 events, n_users=7, dominant=Course module viewed",(none — last retained window of session),,,,,
221,Sec-19,128,68,Window 9 of 11 in this session,4/20/2026 12:52,4/20/2026 12:53,48,6,"S1=13, S2=10, S3=10, S4=6, S5=5, S6=4",0.27,Course module viewed,0.375,Assignment,0.75,"Course module viewed: 18, The status of the submission has been viewed.: 10, A submission has been submitted.: 4, Submission created.: 4, A file has been uploaded.: 4","Assignment: 36, File submissions: 8, System: 4","W27 [12:11]: 27 events, n_users=22, dominant=Course module viewed","W69 [12:53]: 17 events, n_users=4, dominant=Course module viewed",,,,,
222,Sec-19,134,11,Window 4 of 7 in this session,4/22/2026 12:05,4/22/2026 12:06,4,4,"S1=1, S2=1, S3=1, S4=1",0.25,Course module viewed,0.5,File,0.5,"Course module viewed: 2, Course viewed: 2","File: 2, System: 2","W10 [12:04]: 5 events, n_users=3, dominant=Course module viewed","W13 [12:07]: 4 events, n_users=3, dominant=Course viewed",,,,,
223,Sec-20,99,100,Window 14 of 25 in this session,4/15/2026 12:57,4/15/2026 12:58,37,4,"S1=19, S2=8, S3=5, S4=5",0.51,Course module viewed,0.405,Assignment,0.838,"Course module viewed: 15, The status of the submission has been viewed.: 6, Submission form viewed.: 5, Course viewed: 2, A submission has been submitted.: 2","Assignment: 31, File submissions: 4, System: 2","W94 [12:51]: 23 events, n_users=4, dominant=Course module viewed","W101 [12:58]: 21 events, n_users=4, dominant=Course module viewed",,,,,
224,Sec-20,99,94,Window 13 of 25 in this session,4/15/2026 12:51,4/15/2026 12:52,23,4,"S1=6, S2=6, S3=6, S4=5",0.26,Course module viewed,0.391,Assignment,0.609,"Course module viewed: 9, The status of the submission has been viewed.: 4, Submission created.: 3, A file has been uploaded.: 3, A submission has been submitted.: 3","Assignment: 14, File submissions: 6, File: 2, System: 1","W93 [12:50]: 18 events, n_users=4, dominant=Course module viewed","W100 [12:57]: 37 events, n_users=4, dominant=Course module viewed",,,,,
225,Sec-20,99,106,Window 19 of 25 in this session,4/15/2026 13:03,4/15/2026 13:04,10,3,"S1=4, S2=4, S3=2",0.4,Course module viewed,0.5,Assignment,1,"Course module viewed: 5, Submission form viewed.: 3, The status of the submission has been viewed.: 2",Assignment: 10,"W104 [13:01]: 20 events, n_users=4, dominant=Course module viewed","W107 [13:04]: 20 events, n_users=4, dominant=Course module viewed",,,,,
226,Sec-20,87,19,Window 4 of 8 in this session,4/13/2026 12:07,4/13/2026 12:08,15,6,"S1=7, S2=4, S3=1, S4=1, S5=1, S6=1",0.47,Course module viewed,0.733,File,0.667,"Course module viewed: 11, Course viewed: 3, The status of the submission has been viewed.: 1","File: 10, System: 3, Assignment: 2","W18 [12:06]: 12 events, n_users=3, dominant=Course module viewed","W21 [12:09]: 8 events, n_users=4, dominant=Course module viewed",,,,,
227,Sec-20,99,41,Window 2 of 25 in this session,4/15/2026 11:58,4/15/2026 11:59,11,3,"S1=6, S2=4, S3=1",0.55,Course module viewed,0.364,Assignment,0.727,"Course module viewed: 4, Course viewed: 3, The status of the submission has been viewed.: 2, Submission form viewed.: 2","Assignment: 8, System: 3","W40 [11:57]: 10 events, n_users=3, dominant=Course module viewed","W42 [11:59]: 8 events, n_users=4, dominant=Course module viewed",,,,,
228,Sec-20,130,8,Window 4 of 7 in this session,4/20/2026 12:03,4/20/2026 12:04,22,14,"S1=3, S2=2, S3=2, S4=2, S5=2, S6=2, S7=2, S8=1, S9=1, S10=1, S11=1, S12=1, S13=1, S14=1",0.14,Course module viewed,0.682,File,0.682,"Course module viewed: 15, Course viewed: 7","File: 15, System: 7","W7 [12:02]: 33 events, n_users=13, dominant=Course module viewed","W9 [12:04]: 28 events, n_users=12, dominant=Course module viewed",,,,,
229,Sec-20,130,12,Window 7 of 7 in this session,4/20/2026 12:07,4/20/2026 12:08,6,3,"S1=3, S2=2, S3=1",0.5,Course module viewed,1,File,1,Course module viewed: 6,File: 6,"W10 [12:05]: 12 events, n_users=7, dominant=Course module viewed",(none — last retained window of session),,,,,
230,Sec-21,141,101,Window 13 of 17 in this session,4/15/2026 15:19,4/15/2026 15:20,59,14,"S1=10, S2=7, S3=5, S4=4, S5=4, S6=4, S7=4, S8=4, S9=4, S10=4, S11=4, S12=2, S13=2, S14=1",0.17,Course module viewed,0.475,Assignment,0.915,"Course module viewed: 28, The status of the submission has been viewed.: 13, Submission form viewed.: 12, Course viewed: 2, A submission has been submitted.: 1","Assignment: 54, File submissions: 2, System: 2, File: 1","W99 [15:17]: 10 events, n_users=4, dominant=Course module viewed","W102 [15:20]: 79 events, n_users=14, dominant=Course module viewed",,,,,
231,Sec-21,141,103,Window 15 of 17 in this session,4/15/2026 15:21,4/15/2026 15:22,69,11,"S1=8, S2=7, S3=6, S4=6, S5=6, S6=6, S7=6, S8=6, S9=6, S10=6, S11=6",0.12,Course module viewed,0.333,Assignment,0.667,"Course module viewed: 23, The status of the submission has been viewed.: 12, A submission has been submitted.: 11, Submission created.: 11, A file has been uploaded.: 11","Assignment: 46, File submissions: 22, System: 1","W102 [15:20]: 79 events, n_users=14, dominant=Course module viewed","W104 [15:22]: 49 events, n_users=9, dominant=Course module viewed",,,,,
232,Sec-21,141,26,Window 5 of 17 in this session,4/15/2026 14:04,4/15/2026 14:05,8,5,"S1=3, S2=2, S3=1, S4=1, S5=1",0.38,Course viewed,0.5,System,0.5,"Course viewed: 4, Course module viewed: 3, The status of the submission has been viewed.: 1","System: 4, File: 2, Assignment: 2","W25 [14:03]: 11 events, n_users=7, dominant=Course module viewed","W27 [14:05]: 22 events, n_users=8, dominant=Course module viewed",,,,,
233,Sec-21,141,99,Window 12 of 17 in this session,4/15/2026 15:17,4/15/2026 15:18,10,4,"S1=4, S2=3, S3=2, S4=1",0.4,Course module viewed,0.6,Assignment,0.9,"Course module viewed: 6, The status of the submission has been viewed.: 2, Submission form viewed.: 2","Assignment: 9, File: 1","W98 [15:16]: 31 events, n_users=9, dominant=Course module viewed","W101 [15:19]: 59 events, n_users=14, dominant=Course module viewed",,,,,
234,Sec-21,141,28,Window 7 of 17 in this session,4/15/2026 14:06,4/15/2026 14:07,11,6,"S1=3, S2=3, S3=2, S4=1, S5=1, S6=1",0.27,Course module viewed,0.909,File,0.909,"Course module viewed: 10, Course viewed: 1","File: 10, System: 1","W27 [14:05]: 22 events, n_users=8, dominant=Course module viewed","W29 [14:07]: 12 events, n_users=8, dominant=Course module viewed",,,,,
235,Sec-21,173,17,Window 1 of 10 in this session,4/20/2026 14:03,4/20/2026 14:04,8,3,"S1=6, S2=1, S3=1",0.75,Course module viewed,0.375,Assignment,0.5,"Course module viewed: 3, Course viewed: 2, The status of the submission has been viewed.: 1, Submission form viewed.: 1, Grade user report viewed: 1","Assignment: 4, System: 2, File: 1, User report: 1",(none — first retained window of session),"W18 [14:04]: 21 events, n_users=9, dominant=Course module viewed",,,,,
236,Sec-22,116,93,Window 29 of 33 in this session,4/15/2026 15:00,4/15/2026 15:01,23,5,"S1=6, S2=6, S3=4, S4=4, S5=3",0.26,Course module viewed,0.391,Assignment,0.783,"Course module viewed: 9, The status of the submission has been viewed.: 5, Submission form viewed.: 2, Submission created.: 2, A file has been uploaded.: 2","Assignment: 18, File submissions: 4, System: 1","W92 [14:59]: 15 events, n_users=3, dominant=Course module viewed","W94 [15:01]: 27 events, n_users=4, dominant=Course module viewed",,,,,
237,Sec-22,116,94,Window 30 of 33 in this session,4/15/2026 15:01,4/15/2026 15:02,27,4,"S1=10, S2=9, S3=6, S4=2",0.37,Course module viewed,0.407,Assignment,0.852,"Course module viewed: 11, The status of the submission has been viewed.: 5, Submission form viewed.: 2, A submission has been submitted.: 2, Submission created.: 2","Assignment: 23, File submissions: 4","W93 [15:00]: 23 events, n_users=5, dominant=Course module viewed","W95 [15:02]: 36 events, n_users=6, dominant=Course module viewed",,,,,
238,Sec-22,116,42,Window 16 of 33 in this session,4/15/2026 14:09,4/15/2026 14:10,6,3,"S1=4, S2=1, S3=1",0.67,Course module viewed,0.833,File,0.667,"Course module viewed: 5, The status of the submission has been viewed.: 1","File: 4, Assignment: 2","W41 [14:08]: 5 events, n_users=3, dominant=Course module viewed","W43 [14:10]: 3 events, n_users=3, dominant=Course module viewed",,,,,
239,Sec-22,106,1,Window 2 of 13 in this session,4/13/2026 13:54,4/13/2026 13:55,10,3,"S1=5, S2=3, S3=2",0.5,Course module viewed,0.8,File,0.8,"Course module viewed: 8, Course viewed: 2","File: 8, System: 2","W0 [13:53]: 8 events, n_users=3, dominant=Course module viewed","W4 [13:57]: 4 events, n_users=3, dominant=Course module viewed",,,,,
240,Sec-22,116,28,Window 6 of 33 in this session,4/15/2026 13:55,4/15/2026 13:56,15,3,"S1=7, S2=7, S3=1",0.47,Course module viewed,0.6,Assignment,0.533,"Course module viewed: 9, The status of the submission has been viewed.: 3, Course viewed: 2, Submission form viewed.: 1","Assignment: 8, File: 5, System: 2","W27 [13:54]: 7 events, n_users=3, dominant=Course module viewed","W29 [13:56]: 10 events, n_users=5, dominant=Course module viewed",,,,,
241,Sec-22,116,96,Window 32 of 33 in this session,4/15/2026 15:03,4/15/2026 15:04,20,3,"S1=8, S2=6, S3=6",0.4,Course module viewed,0.35,Assignment,0.7,"Course module viewed: 7, A submission has been submitted.: 3, A file has been uploaded.: 3, The status of the submission has been viewed.: 3, Submission created.: 2","Assignment: 14, File submissions: 6","W95 [15:02]: 36 events, n_users=6, dominant=Course module viewed","W98 [15:05]: 22 events, n_users=3, dominant=Course module viewed",,,,,
242,Sec-22,148,26,Window 8 of 14 in this session,4/20/2026 14:08,4/20/2026 14:09,9,4,"S1=3, S2=2, S3=2, S4=2",0.33,Course module viewed,0.778,File,0.556,"Course module viewed: 7, The status of the submission has been viewed.: 2","File: 5, Assignment: 4","W25 [14:07]: 8 events, n_users=3, dominant=Course module viewed","W27 [14:09]: 15 events, n_users=3, dominant=Course module viewed",,,,,
243,Sec-22,154,58,Window 7 of 7 in this session,4/22/2026 14:44,4/22/2026 14:45,7,4,"S1=3, S2=2, S3=1, S4=1",0.43,Course module viewed,1,File,1,Course module viewed: 7,File: 7,"W57 [14:43]: 41 events, n_users=12, dominant=Course module viewed",(none — last retained window of session),,,,,
244,Sec-22,148,66,Window 14 of 14 in this session,4/20/2026 14:48,4/20/2026 14:49,12,3,"S1=6, S2=4, S3=2",0.5,Course module viewed,0.75,File,0.75,"Course module viewed: 9, Course viewed: 2, Section viewed: 1","File: 9, System: 3","W61 [14:43]: 6 events, n_users=3, dominant=Course module viewed",(none — last retained window of session),,,,,
245,Sec-23,167,71,Window 11 of 18 in this session,4/13/2026 14:48,4/13/2026 14:49,26,3,"S1=11, S2=9, S3=6",0.42,Course module viewed,0.346,Assignment,0.692,"Course module viewed: 9, The status of the submission has been viewed.: 5, A submission has been submitted.: 3, Submission created.: 3, A file has been uploaded.: 3","Assignment: 18, File submissions: 6, System: 2","W70 [14:47]: 26 events, n_users=5, dominant=Course module viewed","W110 [15:27]: 20 events, n_users=4, dominant=Course module viewed",,,,,
246,Sec-23,167,30,Window 4 of 18 in this session,4/13/2026 14:07,4/13/2026 14:08,25,11,"S1=6, S2=5, S3=4, S4=2, S5=2, S6=1, S7=1, S8=1, S9=1, S10=1, S11=1",0.24,Course module viewed,0.6,File,0.48,"Course module viewed: 15, Course viewed: 7, The status of the submission has been viewed.: 3","File: 12, System: 7, Assignment: 6","W29 [14:06]: 25 events, n_users=12, dominant=Course module viewed","W33 [14:10]: 6 events, n_users=3, dominant=Course viewed",,,,,
247,Sec-23,179,73,Window 3 of 4 in this session,4/15/2026 14:44,4/15/2026 14:45,3,3,"S1=1, S2=1, S3=1",0.33,Course module viewed,1,File,1,Course module viewed: 3,File: 3,"W57 [14:28]: 12 events, n_users=6, dominant=Course module viewed","W130 [15:41]: 12 events, n_users=3, dominant=Course module viewed",,,,,
248,Sec-23,167,115,Window 16 of 18 in this session,4/13/2026 15:32,4/13/2026 15:33,17,3,"S1=11, S2=4, S3=2",0.65,Course module viewed,0.412,Assignment,0.824,"Course module viewed: 7, The status of the submission has been viewed.: 4, Submission form viewed.: 2, A submission has been submitted.: 1, Submission created.: 1","Assignment: 14, File submissions: 2, System: 1","W114 [15:31]: 11 events, n_users=3, dominant=Course module viewed","W116 [15:33]: 9 events, n_users=3, dominant=Course module viewed",,,,,
249,Sec-23,222,4,Window 3 of 4 in this session,4/22/2026 15:00,4/22/2026 15:01,27,12,"S1=6, S2=4, S3=3, S4=3, S5=2, S6=2, S7=2, S8=1, S9=1, S10=1, S11=1, S12=1",0.22,Course module viewed,0.889,File,0.889,"Course module viewed: 24, Course viewed: 3","File: 24, System: 3","W3 [14:59]: 66 events, n_users=20, dominant=Course module viewed","W5 [15:01]: 15 events, n_users=4, dominant=Course module viewed",,,,,
250,Sec-23,215,48,Window 8 of 13 in this session,4/20/2026 14:12,4/20/2026 14:13,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,0.5,"Course viewed: 2, The status of the submission has been viewed.: 1, Course module viewed: 1","System: 2, Assignment: 2","W45 [14:09]: 3 events, n_users=3, dominant=Course viewed","W49 [14:13]: 5 events, n_users=4, dominant=Course viewed",,,,,
251,Sec-01,8,9,Window 4 of 14 in this session,2/17/2026 8:14,2/17/2026 8:15,11,6,"S1=4, S2=2, S3=2, S4=1, S5=1, S6=1",0.36,Course module viewed,0.818,File,0.636,"Course module viewed: 9, The status of the submission has been viewed.: 1, Submission form viewed.: 1","File: 7, Assignment: 4","W8 [08:13]: 13 events, n_users=5, dominant=Course module viewed","W11 [08:16]: 7 events, n_users=3, dominant=Course module viewed",,,,,
252,Sec-01,55,58,Window 26 of 56 in this session,3/15/2026 8:22,3/15/2026 8:23,62,15,"S1=16, S2=10, S3=8, S4=6, S5=4, S6=3, S7=3, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1",0.26,Quiz attempt viewed,0.452,Quiz,1,"Quiz attempt viewed: 28, Quiz attempt updated: 28, Quiz attempt auto-saved: 6",Quiz: 62,"W57 [08:21]: 55 events, n_users=13, dominant=Quiz attempt updated","W59 [08:23]: 46 events, n_users=14, dominant=Quiz attempt viewed",,,,,
253,Sec-01,55,52,Window 20 of 56 in this session,3/15/2026 8:16,3/15/2026 8:17,51,16,"S1=11, S2=10, S3=8, S4=4, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1, S14=1, S15=1, S16=1",0.22,Quiz attempt updated,0.431,Quiz,1,"Quiz attempt viewed: 22, Quiz attempt updated: 22, Quiz attempt auto-saved: 7",Quiz: 51,"W51 [08:15]: 37 events, n_users=16, dominant=Quiz attempt viewed","W53 [08:17]: 49 events, n_users=13, dominant=Quiz attempt viewed",,,,,
254,Sec-01,55,53,Window 21 of 56 in this session,3/15/2026 8:17,3/15/2026 8:18,49,13,"S1=12, S2=9, S3=8, S4=4, S5=3, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1",0.24,Quiz attempt viewed,0.429,Quiz,0.98,"Quiz attempt viewed: 21, Quiz attempt updated: 21, Quiz attempt auto-saved: 4, Quiz attempt summary viewed: 1, Course viewed: 1","Quiz: 48, System: 1","W52 [08:16]: 51 events, n_users=16, dominant=Quiz attempt updated","W54 [08:18]: 44 events, n_users=14, dominant=Quiz attempt viewed",,,,,
255,Sec-01,55,68,Window 36 of 56 in this session,3/15/2026 8:32,3/15/2026 8:33,51,14,"S1=15, S2=8, S3=6, S4=4, S5=4, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1, S14=1",0.29,Quiz attempt updated,0.392,Quiz,0.941,"Quiz attempt updated: 20, Quiz attempt viewed: 18, Quiz attempt auto-saved: 4, Quiz attempt summary viewed: 2, Course module viewed: 2","Quiz: 48, System: 3","W67 [08:31]: 59 events, n_users=14, dominant=Quiz attempt updated","W69 [08:33]: 39 events, n_users=11, dominant=Quiz attempt updated",,,,,
